Down;Data wydania wyroku;sygnatura akt;Nazwa i siedziba sˆdu, kt—ry wyda¸ wyrok;Oznaczenie stron oraz informacja o udziale w post«powaniu prokuratora lub organizacji spo¸ecznej - POWîD;Oznaczenie stron oraz informacja o udziale w post«powaniu prokuratora lub organizacji spo¸ecznej - POZWANI;Postanowienie wzorca umowy uznane za niedozwolone;Data dokonania wpisu;Uwagi (wszelkie wpisy dodatkowe);Branıa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5799;22 lip 14;Sygn. akt XVII AmC 4826/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Dziedzic sp. z o.o. w Namys¸owie;"""Towary mogˆ by zwracane tylko i wy¸ˆcznie za pomocˆ firmy kurierskiej. W przypadku nie dope¸nienia kt—regoæ z powyıszych warunk—w przez kupujˆcego zastrzegamy sobie prawo do nie przyj«cia przesy¸ki zwrotnej lub zarzutu bezskutecznoæci wobec odstˆpienia od umowy""";29 sie 14;;SPRZEDAû KONSUMENCKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5800;22 lip 14;Sygn. akt XVII AmC 4826/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Dziedzic sp. z o.o. w Namys¸owie;"""Gwarancja, r«kojmia oraz prawo odstˆpienia od umowy nie obowiˆzujˆ gdy produkt dotkni«ty jest uszkodzeniami mechanicznymi pochodzenia zewn«trznego""";29 sie 14;;SPRZEDAû KONSUMENCKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5801;22 gru 11;Sygn. akt XVII AmC 5156/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Wioletta Winiarska - Art. Maginarium z siedzibˆ w miejscowoæci Brzostek;"""Art. Maginarium nie ponosi odpowiedzialnoæci za op—nienia powsta¸e z winy poczty polskiej lub firm kurierskich""";29 sie 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5802;19 cze 12;Sygn. akt XVII AmC 193/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Micha¸ Kud¸a-Kudkov Micha¸ Kud¸a z siedzibˆ w Lublinie;"""Wszelkie sprawy sporne strony b«dˆ pr—bowa¸y za¸atwi na drodze polubownej, w przypadku braku porozumienia sprawy b«dzie rozstrzyga sˆd w¸aæciwy dla miasta Lublina""";29 sie 14;;INNE USüUGI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5803;10 cze 14;Sygn. akt XVII AmC 17847/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Igor Wagner, Iwar Hausmann, Pawe¸ Py, Joanna Marciniak, Agnieszka Wagner, Sylwia LipiÄska, Piotr Marciniak, Jadwiga Pawlikowska, Katarzyna Panufnik, W¸adys¸aw Hausmann;Pozwany: Lilou sp. z o.o. w Warszawie;"""Jeıeli produkt dotkni«ty jest uszkodzeniami mechanicznymi pochodzenia zewn«trznego klient nie moıe si« powo¸a na uprawnienia przys¸ugujˆce mu z tytu¸u r«kojmi, na prawo do odstˆpienia od umowy, ani ıadne inne""";11 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5804;25 cze 14;Sygn. akt XVII AmC 21899/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Micha¸ Cho¸ys, Jadwiga Pawlikowska, Agnieszka Wagner, Joanna Marciniak, Katarzyna Panufnik, Emil Hausmann;Pozwany: Anna Skiba - E-dystrybucja w Suchym Lesie;"""W przypadku nieuzasadnionej reklamacji lub uszkodzenia towaru z winy uıytkownika wszelkie koszty pokrywa Klient""";11 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5805;25 cze 14;Sygn. akt XVII AmC 21884/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Igor Wagner, Agnieszka ZgliÄska, Sylwia LipiÄska, Iwar Hausmann, Piotr Marciniak, Pawe¸ Py;Pozwany: Anna Skiba - E-dystrybucja w Suchym Lesie;"""Klient jest zobowiˆzany do sprawdzenia stanu przesy¸ki w obecnoæci pracownika poczty polskiej lub kuriera, zg¸oszenia stosownej reklamacji do firmy przewozowej oraz poinformowania o tym fakcie sklepu internetowego GattaBT""";11 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5806;25 lip 14;Sygn. akt XVII AmC 13548/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Dorota St«pniewska - AGENCJA DOM w Bydgoszczy;"""W przypadku zawarcia umowy transakcyjnej przez Zamawiajˆcego, a takıe osoby mu bliskie lub zaleıne (É) Zamawiajˆcy zobowiˆzuje si« zap¸aci Poærednikowi uzgodnionˆ prowizj« (É)""";11 wrz 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5807;25 lip 14;Sygn. akt XVII AmC 13553/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Dorota St«pniewska - AGENCJA DOM w Bydgoszczy;"""W przypadku zawarcia umowy transakcyjnej obj«tej niniejszˆ umowˆ z pomini«ciem Poærednika, Zamawiajˆcy zap¸aci kar« umownˆ w wysokoæci dwukrotnej prowizji""";11 wrz 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5808;25 lip 14;Sygn. akt XVII AmC 13552/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Dorota St«pniewska - AGENCJA DOM w Bydgoszczy;"""Pomini«cie Poærednika, tj. nie zastosowanie si« do par. 2 pkt 6 niniejszej umowy, powoduje opr—cz obowiˆzku zap¸aty przez Zamawiajˆcego Poærednikowi prowizji ustalonej w punkcie 1, a takıe obowiˆzek zap¸aty kary umownej w wysokoæci po¸owy tej prowizji plus podatek VAT oraz odsetek ustawowych (...)""";11 wrz 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5809;25 lip 14;Sygn. akt XVII AmC 13550/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Dorota St«pniewska - AGENCJA DOM w Bydgoszczy;"""Zamawiajˆcy zobowiˆzuje si« zap¸aci prowizj« od faktycznej transakcji, bez wzgl«du na jaki rodzaj transakcji zg¸osi¸ zapotrzebowanie do Poærednika""";11 wrz 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5810;11 lut 14;Sygn. akt XVII AmC 11640/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Anro-Trade sp. jawna Eksport-Import R. Walder i T. Walder w Chwaszczyznie;"""Cena samochodu nie moıe ulec podwyıszeniu, poza wypadkiem zmian przepis—w prawa lub ich urz«dowej interpretacji, a w szczeg—lnoæci wzrostu stawek podatkowych lub celnych, majˆcych wp¸yw na cen« samochodu""";17 wrz 14;;SPRZEDAû KONSUMENCKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5811;25 cze 14;Sygn. akt XVII AmC 31693/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Monika Pawlikowska-Hausmann, Tomasz Antosik, Micha¸ Cho¸ys, Jerzy Maciejewski, Wies¸aw Musa, J—zef RuciÄski;Pozwany: Agnieszka Gabrysiak, Anna Gabrysiak - VIRTUAL MARKET S.C. w üodzi;"""Do odsy¸anego towaru naleıy do¸ˆczy wydrukowany i wype¸niony formularz reklamacji z naszej strony, orygina¸ faktury oraz protok—¸ szkody sporzˆdzony w obecnoæci kuriera. Tylko wtedy reklamacja z tytu¸u uszkodzenia produktu w trakcie transportu zostanie przez nas uwzgl«dniona""";17 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5812;10 cze 14;Sygn. akt XVII AmC 17850/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Tomasz Antosik, Jerzy Maciejewski, J—zef RuciÄski, Danuta Panufnik, Stowarzyszenie Ochrony Konsument—w PATRONUS w üodzi, Wies¸awa Musa, Monika Pawlikowska-Hausmann, Jacek Matusiak, Emil Hausmann, Anna Mas¸owska, Jaros¸aw Wagner;Pozwany: Lilou sp. z o.o. w Warszawie;"""Sprzedawca zastrzega sobie moıliwoæ odmowy realizacji zam—wienia, ograniczenia sposobu p¸atnoæci lub ıˆdania przedp¸aty""";18 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5813;10 cze 14;Sygn. akt XVII AmC 17856/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Monika Pawlikowska-Hausmann, J—zef RuciÄski, Stowarzyszenie Ochrony Konsument—w PATRONUS w üodzi, Jaros¸aw Wagner, Emil Hausmann, Jacek Matusiak, Wies¸awa Musa, Danuta Panufnik, Anna Mas¸owska, Tomasz Antosik, Jerzy Maciejewski;Pozwany: Lilou sp. z o.o. w Warszawie;"""Sprzedawca nie ponosi odpowiedzialnoæci za niedochowanie terminu z przyczyn od niego niezaleınych, w szczeg—lnoæci w przypadku wystˆpienia si¸y wyıszej""";18 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5814;22 gru 11;Sygn. akt XVII AmC 5157/11;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Stowarzyszenie Towarzystwo Lexus z siedzibˆ w Poznaniu;Pozwany: Wioletta Winiarska - Art. Maginarium z siedzibˆ w miejscowosci Brzostek;"""Zwracany towar nie moıe by uszkodzony, musi by w oryginalnym, nienaruszonym opakowaniu, bez ælad—w uıytkowania oraz kompletny""";18 wrz 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5815;29 maj 14;Sygn. akt XVII AmC 10529/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Krzysztof Rdest;Pozwany: Dagmara MuszyÄska - PDM w B«dzinie;"""Do przesy¸ki naleıy do¸ˆczy: 1. Faktur« zakupu, 2. Informacje o numerze konta bankowego- jeæli p¸atnoæ za zam—wienie by¸a realizowana inaczej niı przelewem na konto. W przypadku niedotrzymania powyıszych warunk—w zwrot nie b«dzie rozpatrywany""";2 pa 14;;HANDEL ELEKTRONICZNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5816;12 lut 13;Sygn. akt XVII AmC 3173/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Polanowscy Nieruchomoæci sp. z o.o. z siedzibˆ w Warszawie;"""Zamawiajˆcemu przys¸uguje prawo jednostronnego wypowiedzenia umowy wraz ze z¸oıeniem Sp—¸ce pisemnego oæwiadczenia o ca¸kowitej rezygnacji z dokonania transakcji przez okres karencji r—wny co najmniej okresowi, na kt—ry zosta¸a zawarta umowa poærednictwa""";8 pa 14;Na skutek sprzeciwu od wyroku zaocznego Sˆdu Okr«gowego w Warszawie-Sˆdu Ochrony Konkurencji i Konsument—w z dnia 12 lutego 2013 r., Sˆd Ochrony Konkurencji i Konsument—w wyrokiem z dnia 15 kwietnia 2013 r. utrzymuje w ca¸oæci w mocy wyrok zaoczny Sˆdu Okr«gowego w Warszawie Sˆdu Ochrony Konkurencji i konsument—w z dnia 12 lutego 2013 roku wydany w sprawie XVII AmC 3173/12.                 Na skutek apelacji pozwanego od wyroku Sˆdu Okr«gowego w Warszawie-Sˆdu Ochrony Konkurencji i Konsument—w z dnia 15 kwietnia 2013 r. sygn. akt XVII AmC 3173/12, Sˆd Apelacyjny w Warszawie VI Wydzia¸ Cywilny wyrokiem z dnia 4 wrzeænia 2014 r. sygn. akt VI ACa 1633/13 oddala apelacj«.;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5817;25 sie 14;Sygn. akt XVII AmC 11624/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Andrzej Szic- PHU Import-Export Szic w Opolu;"""Cena samochodu moıe ulec zmianie, w szczeg—lnoæci w wypadku zmian przepis—w prawa lub ich urz«dowej interpretacji, w tym wzrostu stawek podatkowych lub celnych majˆcych bezpoæredni wp¸yw na procedur« importu, nabycia wewnˆtrzwsp—lnotowego lub sprzedaıy samochod—w""";8 pa 14;;SPRZEDAû KONSUMENCKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5818;22 lip 14;Sygn. akt XVII AmC 8995/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: NORDHAUS NIERUCHOMOåCI sp. z o.o. w GdaÄsku;"""Strony ustalajˆ, ıe wynagrodzenie dla Przedsi«biorcy, z tytu¸u realizacji zam—wienia (É) p¸atne w dniu zawarcia umowy przedwst«pnej z klientem wskazanym przez Przedsiebiorc« (É), kt—ra nie podlega zwrotowi w przypadku wycofania si« kt—rejkolwiek ze stron""";9 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5819;22 lip 14;Sygn. akt XVII AmC 8998/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: NORDHAUS NIERUCHOMOåCI sp. z o.o. w GdaÄsku;"""(É) Zamawiajˆcy w przypadku wyst«powania w imieniu lub na rzecz os—b trzecich - przy ewentualnym braku lub przekroczeniu zakresu umocowania, a takıe w przypadku odmowy zaspokojenia roszczeÄ przez osob«/firm« przez niego reprezentowanˆ zaspokoi wszelkie roszczenia z tego wynikajˆce, w tym skierowane do Przedsi«biorcy""";9 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5820;17 lip 14;Sygn. akt XVII AmC 9785/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Szymon Wysocki-Moryc CentroGroup w Gdyni;"""Strony ustalajˆ iı, wynagrodzenie okreælone w par. 5 staje si« naleıne r—wnieı w przypadku braku odpowiedzi w terminie do 7 dni od dnia z¸oıenia przez wskazanego Kontrahenta w formie pisemnej deklaracji woli zakupu nieruchomoæci""";9 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5821;17 lip 14;Sygn. akt XVII AmC 9781/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Szymon Wysocki-Moryc CentroGroup w Gdyni;"""Obniıenie ceny sprzedaıy przez Zamawiajˆcego w wyniku negocjacji bez obecnoæci Poærednika nie wp¸ywa na wysokoæ wynagrodzenia, prowizja b«dzie naliczana od ceny ofertowej""";9 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5822;17 lip 14;Sygn. akt XVII AmC 9786/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: Szymon Wysocki-Moryc CentroGroup w Gdyni;"""Jeıeli Zamawiajˆcy nie wypowie umowy najp—niej na 14 dni przed terminem jej wygaæni«cia, po tym terminie uwaıa si« umow« za przed¸uıonˆ na kolejne 12 miesi«cy""";9 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5823;18 mar 14;Sygn. akt XVII AmC 6101/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Ewelina Konert;Pozwany: Janusz SzymaÄski - OSKAR w Poznaniu;"""Osoby niepe¸nosprawne mogˆ uczestniczy w imprezie tylko ze swoimi opiekunami""";9 pa 14;;TURYSTYKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5824;18 mar 14;Sygn. akt XVII AmC 6101/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Ewelina Konert;Pozwany: Janusz SzymaÄski - OSKAR w Poznaniu;"""Organizator nie ponosi odpowiedzialnoæci za bagaı Uczestnik—w imprezy w przypadku, gdy jego utrata, uszkodzenie, ubytek jest nast«pstwem okolicznoæci nie wywo¸anych winˆ Organizatora, si¸ˆ wyıszˆ, winˆ uczestnika lub os—b trzecich""";9 pa 14;;TURYSTYKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5825;22 lip 14;Sygn. akt XVII AmC 9000/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: NORDHAUS NIERUCHOMOåCI sp. z o.o. w GdaÄsku;"""Strony niniejszej umowy ustalajˆ, iı umowa niniejsza zostaje zrealizowana, gdy (É) Zamawiajˆcy przekaıe informacje uzyskane od Przedsi«biorcy osobom trzecim""";13 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5826;22 lip 14;Sygn. akt XVII AmC 8997/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;"Pow—d: Stowarzyszenie ""Towarzystwo Lexus"" z siedzibˆ w Poznaniu";Pozwany: NORDHAUS NIERUCHOMOåCI sp. z o.o. w GdaÄsku;"""(É) W przypadku wycofania nieruchomoæci z obrotu przez Zamawiajˆcego przed up¸ywem okresu na jaki by¸ ustalony, Zamawiajˆcy zap¸aci Przedsi«biorcy kar« umownˆ w wysokoæci jednokrotnego wynagrodzenia ustalonego w ¤ 2 niniejszej umowy""";14 pa 14;;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5827;24 cze 14;Sygn. akt XVII AmC 33582/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Emil Hausmann, Stowarzyszenie Ochrony Konsument—w PATRONUS w üodzi, Wies¸awa Musa, J—zef RuciÄski, Jaros¸aw Wagner, Jacek Matusiak, Rafa¸ Krysiak, Jerzy Maciejewski, Micha¸ Cho¸ys, Monika Pawlikowska-Hausmann, Tomasz Antosik, Danuta Panufnik;Pozwany: ESB-SERWIS sp. z o.o. w Warszawie;"""Pieniˆdze za dokonany zwrot zostanˆ przelewane na wskazane w formularzu zg¸oszeniowym konto bankowe. Zwrot pieni«dzy nast«puje po odes¸aniu przez Klienta podpisanej kopii faktury korygujˆcej na adres sprzedawcy""";17 pa 14;;INNE USüUGI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5828;21 mar 13;Sygn. akt XVII AmC 3245/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Maria Makarewicz, Mariusz Jerzy Makarewicz;Pozwany: METROHOUSE&PARTNERZY S.A. w Warszawie;"""Wynagrodzenie p¸atne b«dzie na rzecz Metrohouse r—wnieı w przypadku, gdy Zleceniodawca podpisze ze zbywcˆ nieruchomoæci lub praw zwiˆzanych z nieruchomoæciˆ protok—¸ uzgodnieÄ warunk—w transakcji lub deklaracj« zakupu æwiadczˆce o naleıytym wykonaniu us¸ug, a nast«pnie odstˆpi od realizacji ustaleÄ okreælonych w tym protokole lub deklaracji. W takim przypadku, o kt—rym mowa w zdaniu poprzedzajˆcym wynagrodzenie p¸atne b«dzie w dniu transakcji wskazanym w protokole lub deklaracji, zaæ podstawˆ naliczenia wynagrodzenia b«dzie uzgodniona w protokole lub deklaracji cena transakycjna nieruchomoæci. W takim przypadku obowiˆzek zap¸aty wynagodzenia okreælonego umowˆ ciˆıy na zleceniodawcy r—wnieı w przypadku nieruchomoæci obj«tych promocjˆ ""kupujˆcy nie p¸aci prowizji"".";17 pa 14;Na skutek apelacji pozwanej od wyroku Sˆdu Okr«gowego w Warszawie-Sˆdu Ochrony Konkurencji i Konsument—w z dnia 21 marca 2013 r., Sˆd Apelacyjny w Warszawie VI Wydzia¸ Cywilny wyrokiem z dnia 20 lutego 2014 r. sygn. akt VI ACa 1079/13 oddala apelacj«.;NIERUCHOMOåCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;07 mar 13;Sygn. akt XVII AmC 538/12;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Og—lnopolskie Stowarzyszenie na rzecz ochrony praw konsument—w w Warszawie;Pozwany: Micha¸ Szczyg¸owski - SPIDERNET Micha¸ Szczyg¸owski w Cz«stochowie;"""W przypadku odmowy zwr—cenia lub uniemoıliwienia deinstalacji przez Abonenta sprz«tu UrzˆdzeÄ w terminie wskazanym powyıej, Operator ma prawo do naliczenia lub obciˆıenia Abonenta karˆ umownˆ, r—wnˆ odtworzeniowej wartoæci Sprz«tu Urzˆdzenia w dniu rozwiˆzania lub wygaæni«cia Umowy powi«kszonˆ o 50%""";21 pa 14;;USüUGI TELEKOMUNIKACYJNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5830;24 cze 14;Sygn. akt XVII AmC 33578/13;Sˆd Okr«gowy w Warszawie - Sˆd Ochrony Konkurencji i Konsument—w;Pow—d: Pawe¸ Py, Zbigniew Nowacki, Piotr Marciniak, Joanna Marciniak, Marianna Farbicka, Agnieszka Mielecka, Teresa Krysiak, Agnieszka ZgliÄska, Agnieszka Wagner, Sylwia LipiÄska, Katarzyna Panufnik, Daria Krysiak;Pozwany: ESB-SERWIS sp. z o.o. w Warszawie;"""Sprzedawca zastrzega sobie prawo do weryfikacji zlecenia. W przypadkach budzˆcych uzasadnione obawy oraz gdy nie jest przestrzegany niniejszy Regulamin Sprzedawca odstˆpi od realizacji zlecenia""";24 pa 14;;INNE USüUGI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
